RNG Seed: 119
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11971,Caulifla,5,0,483741 (100%),4749,43495251 (100%)
1,12009,Gohan (Teen),1,129,483612 (100%),164354,43330897 (100%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,82,483530 (100%),3110230,40220667 (92%)
2,12034,Super Saiyan God SS Evolved Vegeta,4,50667,432863 (89%),86739,40133928 (92%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),1,5513,427350 (88%),1707554,38426374 (88%)
2,11354,Goku (Ultra Instinct -Sign-),3,33905,393445 (81%),991016,37435358 (86%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,7,0,393445 (81%),4641,37430717 (86%)
3,12009,Gohan (Teen),0,0,393445 (81%),1418587,36012130 (83%)
3,12114,Super Saiyan 2 Gohan (Youth),1,44,393401 (81%),696842,35315288 (81%)
4,12034,Super Saiyan God SS Evolved Vegeta,4,49186,344215 (71%),1780228,33535060 (77%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,83,344132 (71%),1779191,31755869 (73%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,168,343964 (71%),2903895,28851974 (66%)
5,11971,Caulifla,4,0,343964 (71%),151767,28700207 (66%)
5,12009,Gohan (Teen),1,110,343854 (71%),1575676,27124531 (62%)
5,11354,Goku (Ultra Instinct -Sign-),3,705860,0 (0%),963822,26160709 (60%)
Result:,Team defeated

Average damage received per turn:,169149.40
Average damage dealt per turn:,3467858.20
