RNG Seed: 87
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11971,Caulifla,4,0,483741 (100%),138189,43361811 (100%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),4,330,483411 (100%),2672723,40689088 (94%)
1,12114,Super Saiyan 2 Gohan (Youth),0,0,483411 (100%),2547756,38141332 (88%)
2,12034,Super Saiyan God SS Evolved Vegeta,5,341,483070 (100%),1132071,37009261 (85%)
2,12009,Gohan (Teen),2,252,482818 (100%),1375321,35633940 (82%)
2,11354,Goku (Ultra Instinct -Sign-),1,11322,471496 (97%),921700,34712240 (80%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,3,0,471496 (97%),158393,34553847 (79%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),4,101589,369907 (76%),3544757,31009090 (71%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,6667,363240 (75%),2045477,28963613 (67%)
4,12034,Super Saiyan God SS Evolved Vegeta,4,350,362890 (75%),2014651,26948962 (62%)
4,12009,Gohan (Teen),2,96,362794 (75%),1485827,25463135 (59%)
4,12114,Super Saiyan 2 Gohan (Youth),2,174,362620 (75%),1864389,23598746 (54%)
5,11971,Caulifla,3,0,362620 (75%),169319,23429427 (54%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),3,70472,292148 (60%),3268876,20160551 (46%)
5,11354,Goku (Ultra Instinct -Sign-),2,148625,143523 (30%),1044776,19115775 (44%)
6,12034,Super Saiyan God SS Evolved Vegeta,active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
6,12034,Super Saiyan God SS Evolved Vegeta,4,45246,98277 (20%),2497178,16618597 (38%)
6,12009,Gohan (Teen),1,18,98259 (20%),181439,16437158 (38%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),3,38629,59630 (12%),6842265,9594893 (22%)
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
7,11971,Caulifla,2,0,59630 (12%),24998,9569895 (22%)
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,194,59436 (12%),3779837,5790058 (13%)
7,12114,Super Saiyan 2 Gohan (Youth),2,101575,0 (0%),150457,5639601 (13%)
Result:,Team defeated

Average damage received per turn:,75125.71
Average damage dealt per turn:,5408628.43
