RNG Seed: 72
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,12009,Gohan (Teen),4,34433,398347 (92%),524557,42975443 (99%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),4,459,397888 (92%),1598879,41376564 (95%)
1,12114,Super Saiyan 2 Gohan (Youth),0,0,397888 (92%),3153766,38222798 (88%)
2,11971,Caulifla,2,0,397888 (92%),165670,38057128 (87%)
2,11879,Super Saiyan God SS Vegeta,4,386,397502 (92%),1519156,36537972 (84%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,116804,280698 (65%),2444771,34093201 (78%)
3,Item,used,for,40,percent,damage,reduction
3,11751,Gohan (Kid),4,44507,236191 (55%),807451,33285750 (77%)
3,12009,Gohan (Teen),1,102,236089 (55%),1548847,31736903 (73%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),3,214,235875 (55%),3529981,28206922 (65%)
4,11971,Caulifla,6,0,235875 (55%),25743,28181179 (65%)
4,11879,Super Saiyan God SS Vegeta,2,18846,217029 (50%),130329,28050850 (64%)
4,12114,Super Saiyan 2 Gohan (Youth),0,0,217029 (50%),2579687,25471163 (59%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,11751,Gohan (Kid),4,186899,30130 (7%),807605,24663558 (57%)
5,12009,Gohan (Teen),1,66,30064 (7%),1722488,22941070 (53%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),3,44299,0 (0%),4634543,18306527 (42%)
Result:,Team defeated

Average damage received per turn:,89403.00
Average damage dealt per turn:,5038694.60
