RNG Seed: 62
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11971,Caulifla,5,0,432780 (100%),144443,43355557 (100%)
1,12009,Gohan (Teen),2,27795,404985 (94%),1413238,41942319 (96%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),1,66,404919 (94%),280368,41661951 (96%)
2,11751,Gohan (Kid),3,23702,381217 (88%),762885,40899066 (94%)
2,11879,Super Saiyan God SS Vegeta,3,281,380936 (88%),1139272,39759794 (91%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,119396,261540 (60%),2420720,37339074 (86%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,4,0,261540 (60%),13357,37325717 (86%)
3,12009,Gohan (Teen),1,122,261418 (60%),176482,37149235 (85%)
3,12114,Super Saiyan 2 Gohan (Youth),3,144,261274 (60%),1041601,36107634 (83%)
4,11751,Gohan (Kid),4,131403,129871 (30%),775111,35332523 (81%)
4,11879,Super Saiyan God SS Vegeta,1,44,129827 (30%),2023071,33309452 (77%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),3,229,129598 (30%),4221828,29087624 (67%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,11971,Caulifla,5,0,129598 (30%),19781,29067843 (67%)
5,12009,Gohan (Teen),3,64356,65242 (15%),1564528,27503315 (63%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,65242 (15%),5040445,22462870 (52%)
6,11751,Gohan (Kid),heal,heal,432780 (100%),heal,heal
6,11751,Gohan (Kid),5,65124,367656 (85%),1742331,20720539 (48%)
6,11879,Super Saiyan God SS Vegeta,2,211,367445 (85%),1938861,18781678 (43%)
6,12114,Super Saiyan 2 Gohan (Youth),1,87,367358 (85%),4693407,14088271 (32%)
7,11971,Caulifla,1,0,367358 (85%),25633,14062638 (32%)
7,12009,Gohan (Teen),4,12105,355253 (82%),1698001,12364637 (28%)
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),3,29819,325434 (75%),2012948,10351689 (24%)
8,11751,Gohan (Kid),4,254746,70688 (16%),133516,10218173 (23%)
8,11879,Super Saiyan God SS Vegeta,3,83771,0 (0%),1892251,8325922 (19%)
8,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,0 (0%),0,8325922 (19%)
Result:,Team defeated

Average damage received per turn:,55732.88
Average damage dealt per turn:,4396759.75
