RNG Seed: 113
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11971,Caulifla,4,0,432780 (100%),3438,43496562 (100%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,12028,420752 (97%),2292463,41204099 (95%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,119535,301217 (70%),3321888,37882211 (87%)
2,11751,Gohan (Kid),5,21816,279401 (65%),772854,37109357 (85%)
2,12009,Gohan (Teen),2,102,279299 (65%),1391695,35717662 (82%)
2,12114,Super Saiyan 2 Gohan (Youth),1,123,279176 (65%),4352103,31365559 (72%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,4,0,279176 (65%),26336,31339223 (72%)
3,11879,Super Saiyan God SS Vegeta,2,109,279067 (64%),2296103,29043120 (67%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,191,278876 (64%),2597560,26445560 (61%)
4,11751,Gohan (Kid),2,21844,257032 (59%),800735,25644825 (59%)
4,12009,Gohan (Teen),6,27922,229110 (53%),184509,25460316 (59%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,229110 (53%),1529172,23931144 (55%)
5,11971,Caulifla,4,0,229110 (53%),25984,23905160 (55%)
5,11879,Super Saiyan God SS Vegeta,1,25902,203208 (47%),1019543,22885617 (53%)
5,12114,Super Saiyan 2 Gohan (Youth),3,245265,0 (0%),2521654,20363963 (47%)
Result:,Team defeated

Average damage received per turn:,94967.40
Average damage dealt per turn:,4627207.40
