RNG Seed: 52
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,12031,Goku (Ultra Instinct),4,0,435073 (100%),2785715,40714285 (94%)
1,12009,Gohan (Teen),2,126,434947 (100%),1364946,39349339 (90%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,131,434816 (100%),266968,39082371 (90%)
2,11751,Gohan (Kid),6,96648,338168 (78%),758965,38323406 (88%)
2,11879,Super Saiyan God SS Vegeta,1,14,338154 (78%),1983131,36340275 (84%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),1,5056,333098 (77%),989575,35350700 (81%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,6,0,333098 (77%),148571,35202129 (81%)
3,12031,Goku (Ultra Instinct),1,3595,329503 (76%),2570095,32632034 (75%)
3,12009,Gohan (Teen),1,80,329423 (76%),1512767,31119267 (72%)
4,11751,Gohan (Kid),4,47636,281787 (65%),756042,30363225 (70%)
4,11879,Super Saiyan God SS Vegeta,1,76,281711 (65%),2791751,27571474 (63%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),3,101703,180008 (41%),2966247,24605227 (57%)
5,12031,Goku (Ultra Instinct),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,11971,Caulifla,6,0,180008 (41%),164141,24441086 (56%)
5,12031,Goku (Ultra Instinct),2,0,180008 (41%),5188311,19252775 (44%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,180008 (41%),7976707,11276068 (26%)
6,11751,Gohan (Kid),3,0,180008 (41%),800902,10475166 (24%)
6,12009,Gohan (Teen),2,113,179895 (41%),1682191,8792975 (20%)
6,11879,Super Saiyan God SS Vegeta,3,110,179785 (41%),2328923,6464052 (15%)
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
7,11971,Caulifla,6,0,179785 (41%),18892,6445160 (15%)
7,12031,Goku (Ultra Instinct),0,0,179785 (41%),3879665,2565495 (6%)
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,179785 (41%),3254747,0 (0%)
Result:,Boss defeated

Average damage received per turn:,36469.71
Average damage dealt per turn:,6312750.29
