RNG Seed: 136
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,12031,Goku (Ultra Instinct),4,8434,426639 (98%),95780,43404220 (100%)
1,11879,Super Saiyan God SS Vegeta,0,0,426639 (98%),81705,43322515 (100%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),4,128955,297684 (68%),2135917,41186598 (95%)
2,11971,Caulifla,4,0,297684 (68%),3194,41183404 (95%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,11523,286161 (66%),2128627,39054777 (90%)
2,11751,Gohan (Kid),2,48582,237579 (55%),664470,38390307 (88%)
3,Item,used,for,40,percent,damage,reduction
3,12031,Goku (Ultra Instinct),4,29754,207825 (48%),2510197,35880110 (82%)
3,12009,Gohan (Teen),1,34,207791 (48%),159793,35720317 (82%)
3,11879,Super Saiyan God SS Vegeta,3,213,207578 (48%),1099690,34620627 (80%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
4,11971,Caulifla,4,0,207578 (48%),3257,34617370 (80%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,94484,113094 (26%),3717505,30899865 (71%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,157,112937 (26%),6727463,24172402 (56%)
5,11751,Gohan (Kid),heal,heal,435073 (100%),heal,heal
5,11751,Gohan (Kid),6,189087,245986 (57%),1745412,22426990 (52%)
5,12031,Goku (Ultra Instinct),1,0,245986 (57%),2214288,20212702 (46%)
5,12009,Gohan (Teen),1,33,245953 (57%),1356086,18856616 (43%)
6,11971,Caulifla,2,0,245953 (57%),6191,18850425 (43%)
6,11879,Super Saiyan God SS Vegeta,2,76,245877 (57%),2437822,16412603 (38%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),4,73908,171969 (40%),3216921,13195682 (30%)
7,12031,Goku (Ultra Instinct),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
7,11751,Gohan (Kid),4,62579,109390 (25%),745070,12450612 (29%)
7,12031,Goku (Ultra Instinct),1,0,109390 (25%),1207701,11242911 (26%)
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),3,58255,51135 (12%),3856381,7386530 (17%)
8,11971,Caulifla,4,0,51135 (12%),144538,7241992 (17%)
8,12009,Gohan (Teen),1,85869,0 (0%),1557054,5684938 (13%)
8,11879,Super Saiyan God SS Vegeta,0,0,0 (0%),0,5684938 (13%)
Result:,Team defeated

Average damage received per turn:,58725.88
Average damage dealt per turn:,4726882.75
