RNG Seed: 63
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,12031,Goku (Ultra Instinct),2,215467,229973 (52%),1994981,41505019 (95%)
1,11879,Super Saiyan God SS Vegeta,2,99,229874 (52%),2119548,39385471 (91%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),4,22141,207733 (47%),1480050,37905421 (87%)
2,11971,Caulifla,4,0,207733 (47%),1499,37903922 (87%)
2,12114,Super Saiyan 2 Gohan (Youth),3,216,207517 (47%),2108557,35795365 (82%)
2,11751,Gohan (Kid),1,21148,186369 (42%),560505,35234860 (81%)
3,Item,used,for,40,percent,damage,reduction
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
3,12031,Goku (Ultra Instinct),4,62,186307 (42%),4021460,31213400 (72%)
3,11879,Super Saiyan God SS Vegeta,2,33531,152776 (34%),101239,31112161 (72%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,2419,150357 (34%),5904454,25207707 (58%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
4,11971,Caulifla,2,0,150357 (34%),21063,25186644 (58%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),3,232,150125 (34%),1914288,23272356 (53%)
4,12114,Super Saiyan 2 Gohan (Youth),3,230,149895 (34%),6241146,17031210 (39%)
5,12031,Goku (Ultra Instinct),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,11751,Gohan (Kid),2,0,149895 (34%),131861,16899349 (39%)
5,12031,Goku (Ultra Instinct),1,0,149895 (34%),1323856,15575493 (36%)
5,11879,Super Saiyan God SS Vegeta,5,136459,13436 (3%),1563972,14011521 (32%)
6,11971,Caulifla,2,0,13436 (3%),24412,13987109 (32%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),1,25562,0 (0%),2822309,11164800 (26%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,0 (0%),0,11164800 (26%)
Result:,Team defeated

Average damage received per turn:,76261.00
Average damage dealt per turn:,5389200.00
