RNG Seed: 58
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11971,Caulifla,5,0,441365 (100%),136035,43363965 (100%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,6324,435041 (99%),2408636,40955329 (94%)
1,11751,Gohan (Kid),2,24100,410941 (93%),675227,40280102 (93%)
2,12034,Super Saiyan God SS Evolved Vegeta,3,186,410755 (93%),731155,39548947 (91%)
2,12009,Gohan (Teen),4,31124,379631 (86%),1338815,38210132 (88%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),1,104,379527 (86%),2187881,36022251 (83%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,7,0,379527 (86%),15495,36006756 (83%)
3,11879,Super Saiyan God SS Vegeta,0,0,379527 (86%),1389214,34617542 (80%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,100076,279451 (63%),4568553,30048989 (69%)
4,11751,Gohan (Kid),4,23664,255787 (58%),758359,29290630 (67%)
4,12034,Super Saiyan God SS Evolved Vegeta,1,24,255763 (58%),93022,29197608 (67%)
4,12009,Gohan (Teen),3,231,255532 (58%),1489510,27708098 (64%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,11971,Caulifla,6,0,255532 (58%),15540,27692558 (64%)
5,11879,Super Saiyan God SS Vegeta,2,219,255313 (58%),2923751,24768807 (57%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,255313 (58%),4909892,19858915 (46%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
6,11751,Gohan (Kid),4,0,255313 (58%),765171,19093744 (44%)
6,12034,Super Saiyan God SS Evolved Vegeta,1,349119,0 (0%),2093360,17000384 (39%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,0 (0%),2673064,14327320 (33%)
Result:,Team defeated

Average damage received per turn:,89195.17
Average damage dealt per turn:,4862113.33
