RNG Seed: 54
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11971,Caulifla,2,0,440524 (100%),124518,43375482 (100%)
1,12114,Super Saiyan 2 Gohan (Youth),1,13,440511 (100%),3023774,40351708 (93%)
1,11751,Gohan (Kid),5,62752,377759 (86%),555814,39795894 (91%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),5,40088,337671 (77%),3636546,36159348 (83%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,337671 (77%),2323579,33835769 (78%)
2,11354,Goku (Ultra Instinct -Sign-),3,35562,302109 (69%),986879,32848890 (76%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,3,0,302109 (69%),23288,32825602 (75%)
3,12009,Gohan (Teen),3,28342,273767 (62%),1427629,31397973 (72%)
3,12114,Super Saiyan 2 Gohan (Youth),2,76,273691 (62%),4254325,27143648 (62%)
4,11751,Gohan (Kid),4,47322,226369 (51%),770684,26372964 (61%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,226369 (51%),2605461,23767503 (55%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),4,303,226066 (51%),1732958,22034545 (51%)
5,11971,Caulifla,3,0,226066 (51%),166054,21868491 (50%)
5,12009,Gohan (Teen),2,160,225906 (51%),1563389,20305102 (47%)
5,11354,Goku (Ultra Instinct -Sign-),2,243793,0 (0%),97377,20207725 (46%)
Result:,Team defeated

Average damage received per turn:,91682.20
Average damage dealt per turn:,4658455.00
