RNG Seed: 136
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),4,7012,433512 (98%),1370409,42129591 (97%)
1,12114,Super Saiyan 2 Gohan (Youth),0,0,433512 (98%),139873,41989718 (97%)
1,11354,Goku (Ultra Instinct -Sign-),4,312205,121307 (28%),788063,41201655 (95%)
2,11971,Caulifla,5,0,121307 (28%),143778,41057877 (94%)
2,12009,Gohan (Teen),1,79,121228 (28%),1433457,39624420 (91%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,107,121121 (27%),1307342,38317078 (88%)
3,11751,Gohan (Kid),heal,heal,440524 (100%),heal,heal
3,Item,used,for,40,percent,damage,reduction
3,11751,Gohan (Kid),4,24760,415764 (94%),1761037,36556041 (84%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,415764 (94%),4663843,31892198 (73%)
3,12114,Super Saiyan 2 Gohan (Youth),4,324,415440 (94%),1260585,30631613 (70%)
4,11971,Caulifla,2,0,415440 (94%),19605,30612008 (70%)
4,12009,Gohan (Teen),3,276,415164 (94%),1550853,29061155 (67%)
4,11354,Goku (Ultra Instinct -Sign-),3,262206,152958 (35%),953746,28107409 (65%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,11751,Gohan (Kid),6,128592,24366 (6%),125132,27982277 (64%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,24366 (6%),7889126,20093151 (46%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,27432,0 (0%),6319050,13774101 (32%)
Result:,Team defeated

Average damage received per turn:,88718.00
Average damage dealt per turn:,5945179.80
