RNG Seed: 97
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11971,Caulifla,5,0,449109 (100%),136280,43363720 (100%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,11599,437510 (97%),1591205,41772515 (96%)
1,11354,Goku (Ultra Instinct -Sign-),1,48646,388864 (87%),86041,41686474 (96%)
2,11751,Gohan (Kid),6,47581,341283 (76%),119100,41567374 (96%)
2,12034,Super Saiyan God SS Evolved Vegeta,1,15,341268 (76%),1176753,40390621 (93%)
2,12009,Gohan (Teen),1,73,341195 (76%),1347207,39043414 (90%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,5,0,341195 (76%),12280,39031134 (90%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,341195 (76%),346229,38684905 (89%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),3,18952,322243 (72%),2957938,35726967 (82%)
4,11751,Gohan (Kid),4,47160,275083 (61%),119393,35607574 (82%)
4,12034,Super Saiyan God SS Evolved Vegeta,3,226,274857 (61%),1467713,34139861 (78%)
4,11354,Goku (Ultra Instinct -Sign-),1,132,274725 (61%),1115729,33024132 (76%)
5,11971,Caulifla,2,0,274725 (61%),13452,33010680 (76%)
5,12009,Gohan (Teen),1,27,274698 (61%),1565487,31445193 (72%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),5,230121,44577 (10%),3000962,28444231 (65%)
6,11751,Gohan (Kid),heal,heal,449109 (100%),heal,heal
6,11751,Gohan (Kid),3,127631,321478 (72%),1739067,26705164 (61%)
6,12034,Super Saiyan God SS Evolved Vegeta,4,43656,277822 (62%),845511,25859653 (59%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,35147,242675 (54%),2859438,23000215 (53%)
7,11971,Caulifla,4,0,242675 (54%),12803,22987412 (53%)
7,12009,Gohan (Teen),1,129,242546 (54%),1681575,21305837 (49%)
7,11354,Goku (Ultra Instinct -Sign-),3,226871,15675 (3%),944889,20360948 (47%)
8,12034,Super Saiyan God SS Evolved Vegeta,active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
8,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
8,11751,Gohan (Kid),1,65035,0 (0%),0,20360948 (47%)
8,12034,Super Saiyan God SS Evolved Vegeta,0,0,0 (0%),1282548,19078400 (44%)
8,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,0 (0%),3437546,15640854 (36%)
8,12031,Super Saiyan God SS Evolved Vegeta,revive,revive,314376 (70%),revive,revive
9,11971,Caulifla,4,0,314377 (70%),157964,15482890 (36%)
9,12009,Gohan (Teen),4,313,314064 (70%),1855309,13627581 (31%)
9,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,314064 (70%),2016003,11611578 (27%)
10,11751,Gohan (Kid),3,128060,186004 (41%),769497,10842081 (25%)
10,12034,Super Saiyan God SS Evolved Vegeta,3,268,185736 (41%),1491473,9350608 (21%)
10,11354,Goku (Ultra Instinct -Sign-),2,7604,178132 (40%),1240411,8110197 (19%)
11,11971,Caulifla,4,0,178132 (40%),18427,8091770 (19%)
11,12009,Gohan (Teen),2,138,177994 (40%),1986709,6105061 (14%)
11,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,169241,8753 (2%),5730205,374856 (1%)
12,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
12,11751,Gohan (Kid),0,0,8753 (2%),0,374856 (1%)
12,12034,Super Saiyan God SS Evolved Vegeta,0,0,8753 (2%),0,374856 (1%)
12,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,8753 (2%),3458031,0 (0%)
Result:,Boss defeated

Average damage received per turn:,36696.33
Average damage dealt per turn:,3881931.25
