RNG Seed: 140
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,12034,Super Saiyan God SS Evolved Vegeta,7,460,448649 (100%),823884,42676116 (98%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,6112,442537 (99%),268305,42407811 (97%)
1,11354,Goku (Ultra Instinct -Sign-),0,0,442537 (99%),75889,42331922 (97%)
2,11751,Gohan (Kid),1,0,442537 (99%),773226,41558696 (96%)
2,12009,Gohan (Teen),5,306,442231 (98%),1418153,40140543 (92%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,111,442120 (98%),2156888,37983655 (87%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,5,0,442120 (98%),163749,37819906 (87%)
3,12034,Super Saiyan God SS Evolved Vegeta,2,189,441931 (98%),115792,37704114 (87%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,96,441835 (98%),2612985,35091129 (81%)
4,11751,Gohan (Kid),5,22203,419632 (93%),799970,34291159 (79%)
4,12009,Gohan (Teen),0,0,419632 (93%),1554511,32736648 (75%)
4,11354,Goku (Ultra Instinct -Sign-),3,330317,89315 (20%),908669,31827979 (73%)
5,12034,Super Saiyan God SS Evolved Vegeta,active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,11971,Caulifla,5,0,89315 (20%),16988,31810991 (73%)
5,12034,Super Saiyan God SS Evolved Vegeta,2,1571,87744 (20%),3403143,28407848 (65%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),1,205027,0 (0%),3948513,24459335 (56%)
5,12031,Super Saiyan God SS Evolved Vegeta,revive,revive,314376 (70%),revive,revive
6,11751,Gohan (Kid),2,0,314377 (70%),788401,23670934 (54%)
6,12009,Gohan (Teen),5,233,314144 (70%),1673322,21997612 (51%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,9704,304440 (68%),2615661,19381951 (45%)
7,11971,Caulifla,3,0,304440 (68%),16700,19365251 (45%)
7,12034,Super Saiyan God SS Evolved Vegeta,1,25,304415 (68%),738497,18626754 (43%)
7,11354,Goku (Ultra Instinct -Sign-),4,201446,102969 (23%),1161776,17464978 (40%)
8,11751,Gohan (Kid),heal,heal,449109 (100%),heal,heal
8,11751,Gohan (Kid),4,61650,387459 (86%),1788841,15676137 (36%)
8,12009,Gohan (Teen),2,160,387299 (86%),173164,15502973 (36%)
8,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,4586,382713 (85%),3172539,12330434 (28%)
9,11971,Caulifla,7,0,382713 (85%),185515,12144919 (28%)
9,12034,Super Saiyan God SS Evolved Vegeta,1,100,382613 (85%),117521,12027398 (28%)
9,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,382613 (85%),3846760,8180638 (19%)
10,11751,Gohan (Kid),6,124717,257896 (57%),794376,7386262 (17%)
10,12009,Gohan (Teen),0,0,257896 (57%),1837588,5548674 (13%)
10,11354,Goku (Ultra Instinct -Sign-),2,172804,85092 (19%),90786,5457888 (13%)
11,11971,Caulifla,5,0,85092 (19%),21906,5435982 (12%)
11,12034,Super Saiyan God SS Evolved Vegeta,1,60,85032 (19%),119369,5316613 (12%)
11,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,14913,70119 (16%),4107232,1209381 (3%)
12,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
12,11751,Gohan (Kid),0,0,70119 (16%),0,1209381 (3%)
12,12009,Gohan (Teen),0,0,70119 (16%),0,1209381 (3%)
12,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,70119 (16%),3472183,0 (0%)
Result:,Boss defeated

Average damage received per turn:,31582.50
Average damage dealt per turn:,3813566.83
