RNG Seed: 49
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,12034,Super Saiyan God SS Evolved Vegeta,4,419,448690 (100%),1959958,41540042 (95%)
1,12009,Gohan (Teen),3,32341,416349 (93%),1348544,40191498 (92%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),1,97,416252 (93%),3331349,36860149 (85%)
2,11751,Gohan (Kid),3,24456,391796 (87%),111900,36748249 (84%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,12916,378880 (84%),1514147,35234102 (81%)
2,11354,Goku (Ultra Instinct -Sign-),3,328501,50379 (11%),972771,34261331 (79%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,4,0,50379 (11%),8096,34253235 (79%)
3,12034,Super Saiyan God SS Evolved Vegeta,1,80,50299 (11%),865987,33387248 (77%)
3,12009,Gohan (Teen),3,277,50022 (11%),1480897,31906351 (73%)
4,11751,Gohan (Kid),heal,heal,449109 (100%),heal,heal
4,11751,Gohan (Kid),6,47703,401406 (89%),1760739,30145612 (69%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,262,401144 (89%),2508372,27637240 (64%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,401144 (89%),1513897,26123343 (60%)
5,11971,Caulifla,6,0,401144 (89%),8187,26115156 (60%)
5,12034,Super Saiyan God SS Evolved Vegeta,2,321543,79601 (18%),124093,25991063 (60%)
5,11354,Goku (Ultra Instinct -Sign-),0,0,79601 (18%),98508,25892555 (60%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
6,11751,Gohan (Kid),4,122854,0 (0%),783042,25109513 (58%)
6,12009,Gohan (Teen),0,0,0 (0%),0,25109513 (58%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,0 (0%),2252696,22856817 (53%)
Result:,Team defeated

Average damage received per turn:,82060.33
Average damage dealt per turn:,3440530.50
