RNG Seed: 142
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11971,Caulifla,2,0,460496 (100%),144884,43355116 (100%)
1,12009,Gohan (Teen),4,27912,432584 (94%),1423701,41931415 (96%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,118,432466 (94%),1914801,40016614 (92%)
2,11751,Gohan (Kid),6,0,432466 (94%),761153,39255461 (90%)
2,12034,Super Saiyan God SS Evolved Vegeta,1,110,432356 (94%),846050,38409411 (88%)
2,12114,Super Saiyan 2 Gohan (Youth),1,75,432281 (94%),1269187,37140224 (85%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,4,0,432281 (94%),166450,36973774 (85%)
3,12009,Gohan (Teen),1,47,432234 (94%),1574765,35399009 (81%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),3,102833,329401 (72%),3235416,32163593 (74%)
4,11751,Gohan (Kid),6,49554,279847 (61%),773551,31390042 (72%)
4,12034,Super Saiyan God SS Evolved Vegeta,0,0,279847 (61%),1329102,30060940 (69%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,102244,177603 (39%),2900624,27160316 (62%)
5,11971,Caulifla,3,0,177603 (39%),178538,26981778 (62%)
5,12009,Gohan (Teen),2,202,177401 (39%),1718167,25263611 (58%)
5,12114,Super Saiyan 2 Gohan (Youth),3,1270,176131 (38%),2801189,22462422 (52%)
6,12034,Super Saiyan God SS Evolved Vegeta,active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
6,11751,Gohan (Kid),5,64274,111857 (24%),780735,21681687 (50%)
6,12034,Super Saiyan God SS Evolved Vegeta,2,50707,61150 (13%),2785016,18896671 (43%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,28686,32464 (7%),3929482,14967189 (34%)
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
7,11971,Caulifla,5,0,32464 (7%),26028,14941161 (34%)
7,12009,Gohan (Teen),0,0,32464 (7%),1843460,13097701 (30%)
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),3,325,32139 (7%),5179841,7917860 (18%)
8,11751,Gohan (Kid),heal,heal,460496 (100%),heal,heal
8,11751,Gohan (Kid),3,128802,331694 (72%),297441,7620419 (18%)
8,12034,Super Saiyan God SS Evolved Vegeta,1,338363,0 (0%),111588,7508831 (17%)
8,12114,Super Saiyan 2 Gohan (Youth),0,0,0 (0%),0,7508831 (17%)
Result:,Team defeated

Average damage received per turn:,58395.62
Average damage dealt per turn:,4498896.12
