RNG Seed: 44
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11751,Gohan (Kid),5,24757,435739 (95%),110586,43389414 (100%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),1,6413,429326 (93%),2042433,41346981 (95%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,12229,417097 (91%),2003025,39343956 (90%)
2,12034,Super Saiyan God SS Evolved Vegeta,3,228,416869 (91%),733738,38610218 (89%)
2,12009,Gohan (Teen),1,64,416805 (91%),160142,38450076 (88%)
2,12114,Super Saiyan 2 Gohan (Youth),4,69121,347684 (76%),2307820,36142256 (83%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,1,0,347684 (76%),20703,36121553 (83%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),3,195,347489 (75%),4081001,32040552 (74%)
3,11751,Gohan (Kid),4,48062,299427 (65%),113464,31927088 (73%)
4,12034,Super Saiyan God SS Evolved Vegeta,3,46848,252579 (55%),1085025,30842063 (71%)
4,12009,Gohan (Teen),1,113,252466 (55%),1348144,29493919 (68%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),4,288,252178 (55%),2590573,26903346 (62%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,11971,Caulifla,3,0,252178 (55%),20731,26882615 (62%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),3,202332,49846 (11%),3752440,23130175 (53%)
5,12114,Super Saiyan 2 Gohan (Youth),2,177,49669 (11%),3094975,20035200 (46%)
6,11751,Gohan (Kid),heal,heal,460496 (100%),heal,heal
6,11751,Gohan (Kid),6,253977,206519 (45%),1746930,18288270 (42%)
6,12034,Super Saiyan God SS Evolved Vegeta,1,14445,192074 (42%),1510481,16777789 (39%)
6,12009,Gohan (Teen),1,95836,96238 (21%),1484049,15293740 (35%)
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
7,11971,Caulifla,4,0,96238 (21%),24120,15269620 (35%)
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),1,4948,91290 (20%),4865382,10404238 (24%)
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),3,48751,42539 (9%),7805481,2598757 (6%)
8,12034,Super Saiyan God SS Evolved Vegeta,active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
8,11751,Gohan (Kid),4,0,42539 (9%),132573,2466184 (6%)
8,12034,Super Saiyan God SS Evolved Vegeta,0,0,42539 (9%),855203,1610981 (4%)
8,12114,Super Saiyan 2 Gohan (Youth),0,0,42539 (9%),2443194,0 (0%)
Result:,Boss defeated

Average damage received per turn:,52244.62
Average damage dealt per turn:,5541526.62
