RNG Seed: 84
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11971,Caulifla,3,0,460496 (100%),3206,43496794 (100%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,11578,448918 (97%),2907121,40589673 (93%)
1,11751,Gohan (Kid),3,49210,399708 (87%),657582,39932091 (92%)
2,12034,Super Saiyan God SS Evolved Vegeta,4,361,399347 (87%),697073,39235018 (90%)
2,12009,Gohan (Teen),4,34285,365062 (79%),1339763,37895255 (87%)
2,12114,Super Saiyan 2 Gohan (Youth),0,0,365062 (79%),2484548,35410707 (81%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,5,0,365062 (79%),148515,35262192 (81%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,117,364945 (79%),1626159,33636033 (77%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),1,5224,359721 (78%),1487287,32148746 (74%)
4,11751,Gohan (Kid),3,72935,286786 (62%),769452,31379294 (72%)
4,12034,Super Saiyan God SS Evolved Vegeta,3,49500,237286 (52%),1925454,29453840 (68%)
4,12009,Gohan (Teen),2,86,237200 (52%),1505965,27947875 (64%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,11971,Caulifla,3,0,237200 (52%),22590,27925285 (64%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),4,220538,16662 (4%),5112651,22812634 (52%)
5,12114,Super Saiyan 2 Gohan (Youth),1,10,16652 (4%),3269343,19543291 (45%)
6,11751,Gohan (Kid),heal,heal,460496 (100%),heal,heal
6,11751,Gohan (Kid),1,0,460496 (100%),1717533,17825758 (41%)
6,12034,Super Saiyan God SS Evolved Vegeta,3,38296,422200 (92%),895377,16930381 (39%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),4,138341,283859 (62%),1894835,15035546 (35%)
7,11971,Caulifla,2,0,283859 (62%),25607,15009939 (35%)
7,12009,Gohan (Teen),3,14625,269234 (58%),1723800,13286139 (31%)
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),3,276,268958 (58%),3940111,9346028 (21%)
8,11751,Gohan (Kid),4,63975,204983 (45%),134251,9211777 (21%)
8,12034,Super Saiyan God SS Evolved Vegeta,1,1639,203344 (44%),862607,8349170 (19%)
8,12114,Super Saiyan 2 Gohan (Youth),3,108889,94455 (21%),1276136,7073034 (16%)
9,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
9,11971,Caulifla,3,0,94455 (21%),25874,7047160 (16%)
9,12009,Gohan (Teen),4,346,94109 (20%),1867460,5179700 (12%)
9,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,94109 (20%),5486715,0 (0%)
Result:,Boss defeated

Average damage received per turn:,40709.67
Average damage dealt per turn:,4867446.11
