RNG Seed: 72
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,12034,Super Saiyan God SS Evolved Vegeta,4,49669,409807 (89%),1275970,42224030 (97%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),4,273,409534 (89%),1610320,40613710 (93%)
1,12114,Super Saiyan 2 Gohan (Youth),0,0,409534 (89%),5657025,34956685 (80%)
2,11751,Gohan (Kid),3,46747,362787 (79%),132312,34824373 (80%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),3,17248,345539 (75%),2312369,32512004 (75%)
2,11354,Goku (Ultra Instinct -Sign-),2,25911,319628 (70%),1010368,31501636 (72%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,4,0,319628 (70%),27090,31474546 (72%)
3,12034,Super Saiyan God SS Evolved Vegeta,1,49,319579 (70%),662165,30812381 (71%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),3,251,319328 (69%),1856300,28956081 (67%)
4,11751,Gohan (Kid),6,47789,271539 (59%),773081,28183000 (65%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,90197,181342 (39%),3397041,24785959 (57%)
4,12114,Super Saiyan 2 Gohan (Youth),0,0,181342 (39%),2835710,21950249 (50%)
5,12034,Super Saiyan God SS Evolved Vegeta,active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,11971,Caulifla,4,0,181342 (39%),29102,21921147 (50%)
5,12034,Super Saiyan God SS Evolved Vegeta,2,212,181130 (39%),1068508,20852639 (48%)
5,41355,Goku (Ultra Instinct) int,2,0,181130 (39%),144474,20708165 (48%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
6,11751,Gohan (Kid),4,192801,0 (0%),132947,20575218 (47%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,0 (0%),2126138,18449080 (42%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,0 (0%),2621870,15827210 (36%)
Result:,Team defeated

Average damage received per turn:,78524.50
Average damage dealt per turn:,4612131.67
