RNG Seed: 86
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),5,30969,428507 (93%),254395,43245605 (99%)
1,12114,Super Saiyan 2 Gohan (Youth),2,30599,397908 (87%),5764859,37480746 (86%)
1,11354,Goku (Ultra Instinct -Sign-),1,39324,358584 (78%),82421,37398325 (86%)
2,11751,Gohan (Kid),4,49167,309417 (67%),775335,36622990 (84%)
2,12034,Super Saiyan God SS Evolved Vegeta,1,107,309310 (67%),1367487,35255503 (81%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),3,16335,292975 (64%),1525576,33729927 (78%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,2,0,292975 (64%),150894,33579033 (77%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,84,292891 (64%),3114302,30464731 (70%)
3,12114,Super Saiyan 2 Gohan (Youth),4,31182,261709 (57%),5687637,24777094 (57%)
4,11751,Gohan (Kid),5,97164,164545 (36%),772628,24004466 (55%)
4,12034,Super Saiyan God SS Evolved Vegeta,0,0,164545 (36%),1895523,22108943 (51%)
4,11354,Goku (Ultra Instinct -Sign-),3,99141,65404 (14%),120308,21988635 (51%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,11971,Caulifla,5,0,65404 (14%),25143,21963492 (50%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,15245,50159 (11%),7097583,14865909 (34%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,57095,0 (0%),6771955,8093954 (19%)
Result:,Team defeated

Average damage received per turn:,93282.40
Average damage dealt per turn:,7081209.20
