RNG Seed: 99
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11971,Caulifla,6,0,459476 (100%),1159,43498841 (100%)
1,12114,Super Saiyan 2 Gohan (Youth),0,0,459476 (100%),2532860,40965981 (94%)
1,11354,Goku (Ultra Instinct -Sign-),2,78267,381209 (83%),80921,40885060 (94%)
2,11751,Gohan (Kid),5,0,381209 (83%),128023,40757037 (94%)
2,12034,Super Saiyan God SS Evolved Vegeta,1,97,381112 (83%),1788423,38968614 (90%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,11958,369154 (80%),2392199,36576415 (84%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,4,0,369154 (80%),148688,36427727 (84%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,178,368976 (80%),2687851,33739876 (78%)
3,12114,Super Saiyan 2 Gohan (Youth),2,136,368840 (80%),1255667,32484209 (75%)
4,11751,Gohan (Kid),2,47661,321179 (70%),133636,32350573 (74%)
4,12034,Super Saiyan God SS Evolved Vegeta,2,86,321093 (70%),934060,31416513 (72%)
4,11354,Goku (Ultra Instinct -Sign-),4,283470,37623 (8%),1126201,30290312 (70%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,11971,Caulifla,5,0,37623 (8%),23947,30266365 (70%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,56640,0 (0%),6755551,23510814 (54%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,0 (0%),2296109,21214705 (49%)
Result:,Team defeated

Average damage received per turn:,95698.60
Average damage dealt per turn:,4457059.00
