RNG Seed: 131
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11971,Caulifla,3,0,438170 (100%),156469,43343531 (100%)
1,11029,Masked Saiyan,3,195,437975 (100%),1894495,41449036 (95%)
1,11751,Gohan (Kid),2,45183,392792 (90%),697783,40751253 (94%)
2,12009,Gohan (Teen),4,324,392468 (90%),209966,40541287 (93%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,100997,291471 (67%),2123719,38417568 (88%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,173,291298 (66%),1419147,36998421 (85%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,5,0,291298 (66%),178956,36819465 (85%)
3,11029,Masked Saiyan,1,21,291277 (66%),2077945,34741520 (80%)
3,12114,Super Saiyan 2 Gohan (Youth),2,3123,288154 (66%),849388,33892132 (78%)
4,11751,Gohan (Kid),5,23047,265107 (61%),799494,33092638 (76%)
4,12009,Gohan (Teen),1,127,264980 (60%),1569568,31523070 (72%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,216,264764 (60%),2250032,29273038 (67%)
5,11971,Caulifla,5,0,264764 (60%),195445,29077593 (67%)
5,11029,Masked Saiyan,2,148,264616 (60%),2100890,26976703 (62%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,34043,230573 (53%),3655586,23321117 (54%)
6,11751,Gohan (Kid),3,61503,169070 (39%),796463,22524654 (52%)
6,12009,Gohan (Teen),2,99,168971 (39%),1732852,20791802 (48%)
6,12114,Super Saiyan 2 Gohan (Youth),2,209822,0 (0%),1850880,18940922 (44%)
Result:,Team defeated

Average damage received per turn:,79836.83
Average damage dealt per turn:,4093179.67
