RNG Seed: 132
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11751,Gohan (Kid),5,49465,388705 (89%),113109,43386891 (100%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,5205,383500 (88%),2390534,40996357 (94%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,11812,371688 (85%),1249981,39746376 (91%)
2,11971,Caulifla,4,0,371688 (85%),142557,39603819 (91%)
2,12009,Gohan (Teen),2,157,371531 (85%),1403813,38200006 (88%)
2,11029,Masked Saiyan,2,95,371436 (85%),1756949,36443057 (84%)
3,Item,used,for,40,percent,damage,reduction
3,11751,Gohan (Kid),3,24200,347236 (79%),126585,36316472 (83%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,36,347200 (79%),3230464,33086008 (76%)
3,12114,Super Saiyan 2 Gohan (Youth),4,257,346943 (79%),6111625,26974383 (62%)
4,11971,Caulifla,5,0,346943 (79%),25710,26948673 (62%)
4,12009,Gohan (Teen),2,250,346693 (79%),1587186,25361487 (58%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),1,79,346614 (79%),2720384,22641103 (52%)
5,11751,Gohan (Kid),4,124283,222331 (51%),811867,21829236 (50%)
5,11029,Masked Saiyan,2,22475,199856 (46%),1848995,19980241 (46%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,230889,0 (0%),1877799,18102442 (42%)
Result:,Team defeated

Average damage received per turn:,93840.60
Average damage dealt per turn:,5079511.60
