RNG Seed: 112
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11751,Gohan (Kid),2,0,438170 (100%),747446,42752554 (98%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,152,438018 (100%),2554948,40197606 (92%)
1,12114,Super Saiyan 2 Gohan (Youth),4,57253,380765 (87%),4641321,35556285 (82%)
2,11971,Caulifla,5,0,380765 (87%),24080,35532205 (82%)
2,12009,Gohan (Teen),1,82,380683 (87%),1425811,34106394 (78%)
2,11029,Masked Saiyan,2,89205,291478 (67%),1804730,32301664 (74%)
3,Item,used,for,40,percent,damage,reduction
3,11751,Gohan (Kid),3,23794,267684 (61%),778728,31522936 (72%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,236,267448 (61%),1789446,29733490 (68%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),3,18509,248939 (57%),1437536,28295954 (65%)
4,11971,Caulifla,4,0,248939 (57%),24854,28271100 (65%)
4,12009,Gohan (Teen),3,135,248804 (57%),1577786,26693314 (61%)
4,12114,Super Saiyan 2 Gohan (Youth),1,63,248741 (57%),3293538,23399776 (54%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,11751,Gohan (Kid),4,62503,186238 (43%),138208,23261568 (53%)
5,11029,Masked Saiyan,3,190281,0 (0%),1857848,21403720 (49%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,0 (0%),2319116,19084604 (44%)
Result:,Team defeated

Average damage received per turn:,88442.60
Average damage dealt per turn:,4883079.20
