RNG Seed: 45
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,14302,461695 (97%),251573,43248427 (99%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),4,102033,359662 (76%),2279470,40968957 (94%)
1,12114,Super Saiyan 2 Gohan (Youth),2,234,359428 (76%),3489974,37478983 (86%)
2,11971,Caulifla,3,0,359428 (76%),25183,37453800 (86%)
2,12034,Super Saiyan God SS Evolved Vegeta,1,100,359328 (75%),1293769,36160031 (83%)
2,12009,Gohan (Teen),4,237,359091 (75%),175438,35984593 (83%)
3,Item,used,for,40,percent,damage,reduction
3,11879,Super Saiyan God SS Vegeta,5,85200,273891 (58%),1667720,34316873 (79%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,273891 (58%),1864421,32452452 (75%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),3,298,273593 (57%),4581931,27870521 (64%)
4,11971,Caulifla,3,0,273593 (57%),175478,27695043 (64%)
4,12034,Super Saiyan God SS Evolved Vegeta,0,0,273593 (57%),129120,27565923 (63%)
4,12114,Super Saiyan 2 Gohan (Youth),5,78503,195090 (41%),3689853,23876070 (55%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,12009,Gohan (Teen),6,90693,104397 (22%),35245,23840825 (55%)
5,11879,Super Saiyan God SS Vegeta,1,65702,38695 (8%),84573,23756252 (55%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),1,15313,23382 (5%),6217816,17538436 (40%)
6,12034,Super Saiyan God SS Evolved Vegeta,active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
6,11971,Caulifla,3,0,23382 (5%),192458,17345978 (40%)
6,12034,Super Saiyan God SS Evolved Vegeta,1,28564,0 (0%),3086938,14259040 (33%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,0 (0%),2502721,11756319 (27%)
6,12031,Super Saiyan God SS Evolved Vegeta,revive,revive,333198 (70%),revive,revive
7,12009,Gohan (Teen),2,88,333110 (70%),596163,11160156 (26%)
7,11879,Super Saiyan God SS Vegeta,3,148637,184473 (39%),122799,11037357 (25%)
7,12114,Super Saiyan 2 Gohan (Youth),3,61343,123130 (26%),2567763,8469594 (19%)
8,11971,Caulifla,3,0,123130 (26%),29194,8440400 (19%)
8,12034,Super Saiyan God SS Evolved Vegeta,3,1776,121354 (25%),1518141,6922259 (16%)
8,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,18859,102495 (22%),6432329,489930 (1%)
9,12009,Gohan (Teen),3,101,102394 (22%),265483,224447 (1%)
9,11879,Super Saiyan God SS Vegeta,0,0,102394 (22%),1108383,0 (0%)
9,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,102394 (22%),0,0 (0%)
Result:,Boss defeated

Average damage received per turn:,41511.44
Average damage dealt per turn:,4931548.44
