RNG Seed: 59
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,12034,Super Saiyan God SS Evolved Vegeta,6,205536,270461 (57%),890814,42609186 (98%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,77,270384 (57%),2623291,39985895 (92%)
1,12114,Super Saiyan 2 Gohan (Youth),1,85,270299 (57%),2029476,37956419 (87%)
2,12009,Gohan (Teen),3,263,270036 (57%),543202,37413217 (86%)
2,11879,Super Saiyan God SS Vegeta,3,270,269766 (57%),1344510,36068707 (83%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,117889,151877 (32%),3321182,32747525 (75%)
3,Item,used,for,40,percent,damage,reduction
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
3,11971,Caulifla,3,0,151877 (32%),25103,32722422 (75%)
3,12034,Super Saiyan God SS Evolved Vegeta,4,300,151577 (32%),3281564,29440858 (68%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,32,151545 (32%),5681762,23759096 (55%)
4,12009,Gohan (Teen),4,9305,142240 (30%),1489107,22269989 (51%)
4,11879,Super Saiyan God SS Vegeta,2,46418,95822 (20%),82837,22187152 (51%)
4,12114,Super Saiyan 2 Gohan (Youth),2,146,95676 (20%),3096568,19090584 (44%)
5,12034,Super Saiyan God SS Evolved Vegeta,active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,11971,Caulifla,5,0,95676 (20%),28783,19061801 (44%)
5,12034,Super Saiyan God SS Evolved Vegeta,1,131,95545 (20%),3439043,15622758 (36%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,57737,37808 (8%),2309487,13313271 (31%)
6,12009,Gohan (Teen),2,54731,0 (0%),659025,12654246 (29%)
6,11879,Super Saiyan God SS Vegeta,0,0,0 (0%),0,12654246 (29%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,0 (0%),0,12654246 (29%)
Result:,Team defeated

Average damage received per turn:,82153.33
Average damage dealt per turn:,5140959.00
