RNG Seed: 72
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,12009,Gohan (Teen),4,34433,446954 (93%),524557,42975443 (99%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),4,459,446495 (93%),1598879,41376564 (95%)
1,12114,Super Saiyan 2 Gohan (Youth),0,0,446495 (93%),3153766,38222798 (88%)
2,11971,Caulifla,2,0,446495 (93%),165670,38057128 (87%)
2,11029,Masked Saiyan,4,386,446109 (93%),1945392,36111736 (83%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,116804,329305 (68%),2174628,33937108 (78%)
3,Item,used,for,40,percent,damage,reduction
3,12034,Super Saiyan God SS Evolved Vegeta,4,336,328969 (68%),1585599,32351509 (74%)
3,12009,Gohan (Teen),1,44,328925 (68%),1518446,30833063 (71%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),3,168,328757 (68%),2233784,28599279 (66%)
4,11971,Caulifla,5,0,328757 (68%),180625,28418654 (65%)
4,11029,Masked Saiyan,0,0,328757 (68%),2106485,26312169 (60%)
4,12114,Super Saiyan 2 Gohan (Youth),3,88219,240538 (50%),2361444,23950725 (55%)
5,12034,Super Saiyan God SS Evolved Vegeta,active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,12034,Super Saiyan God SS Evolved Vegeta,3,41852,198686 (41%),2620869,21329856 (49%)
5,12009,Gohan (Teen),2,157,198529 (41%),1639538,19690318 (45%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),3,45920,152609 (32%),5049214,14641104 (34%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
6,11971,Caulifla,5,0,152609 (32%),27681,14613423 (34%)
6,11029,Masked Saiyan,2,116,152493 (32%),2112662,12500761 (29%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),1,16915,135578 (28%),6000832,6499929 (15%)
7,12034,Super Saiyan God SS Evolved Vegeta,4,43679,91899 (19%),1212339,5287590 (12%)
7,12009,Gohan (Teen),2,136,91763 (19%),1782795,3504795 (8%)
7,12114,Super Saiyan 2 Gohan (Youth),1,209817,0 (0%),746788,2758007 (6%)
7,12031,Super Saiyan God SS Evolved Vegeta,revive,revive,336971 (70%),revive,revive
8,11971,Caulifla,2,0,336971 (70%),27964,2730043 (6%)
8,11029,Masked Saiyan,4,5666,331305 (69%),218169,2511874 (6%)
8,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,331305 (69%),2785747,0 (0%)
Result:,Boss defeated

Average damage received per turn:,18760.25
Average damage dealt per turn:,5471734.12
