RNG Seed: 124
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11971,Caulifla,4,0,481387 (100%),143563,43356437 (100%)
1,12009,Gohan (Teen),3,311,481076 (100%),1398172,41958265 (96%)
1,12114,Super Saiyan 2 Gohan (Youth),1,11103,469973 (98%),118159,41840106 (96%)
2,11029,Masked Saiyan,4,27627,442346 (92%),1687625,40152481 (92%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),1,5734,436612 (91%),1442690,38709791 (89%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),3,16877,419735 (87%),1465061,37244730 (86%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,5,0,419735 (87%),186692,37058038 (85%)
3,12034,Super Saiyan God SS Evolved Vegeta,0,0,419735 (87%),1390810,35667228 (82%)
3,12009,Gohan (Teen),3,286,419449 (87%),1502730,34164498 (79%)
4,11029,Masked Saiyan,3,268,419181 (87%),1809488,32355010 (74%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),3,92128,327053 (68%),3011851,29343159 (67%)
4,12114,Super Saiyan 2 Gohan (Youth),2,234,326819 (68%),1372165,27970994 (64%)
5,11971,Caulifla,5,0,326819 (68%),201963,27769031 (64%)
5,12034,Super Saiyan God SS Evolved Vegeta,1,496509,0 (0%),1606129,26162902 (60%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,0 (0%),0,26162902 (60%)
Result:,Team defeated

Average damage received per turn:,130215.40
Average damage dealt per turn:,3467419.60
