RNG Seed: 137
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,12034,Super Saiyan God SS Evolved Vegeta,4,283,481104 (100%),844552,42655448 (98%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,67,481037 (100%),1726700,40928748 (94%)
1,12114,Super Saiyan 2 Gohan (Youth),2,181,480856 (100%),3122028,37806720 (87%)
2,11971,Caulifla,2,0,480856 (100%),21555,37785165 (87%)
2,12009,Gohan (Teen),2,71,480785 (100%),1435144,36350021 (84%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),4,145,480640 (100%),301675,36048346 (83%)
3,Item,used,for,40,percent,damage,reduction
3,12034,Super Saiyan God SS Evolved Vegeta,6,40102,440538 (92%),1218905,34829441 (80%)
3,11029,Masked Saiyan,2,134,440404 (91%),1807005,33022436 (76%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,440404 (91%),4049010,28973426 (67%)
4,11971,Caulifla,5,0,440404 (91%),23595,28949831 (67%)
4,12009,Gohan (Teen),2,87,440317 (91%),1553882,27395949 (63%)
4,12114,Super Saiyan 2 Gohan (Youth),1,74,440243 (91%),1048136,26347813 (61%)
5,12034,Super Saiyan God SS Evolved Vegeta,5,352753,87490 (18%),1284007,25063806 (58%)
5,11029,Masked Saiyan,0,0,87490 (18%),1880065,23183741 (53%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),3,104048,0 (0%),2239595,20944146 (48%)
Result:,Team defeated

Average damage received per turn:,99589.00
Average damage dealt per turn:,4511170.80
