RNG Seed: 46
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11971,Caulifla,7,0,469705 (100%),138136,43361864 (100%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,469705 (100%),890995,42470869 (98%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),1,5405,464300 (99%),2118716,40352153 (93%)
2,12031,Goku (Ultra Instinct),5,16416,447884 (95%),2266703,38085450 (88%)
2,12009,Gohan (Teen),3,173,447711 (95%),1368234,36717216 (84%)
2,11879,Super Saiyan God SS Vegeta,0,0,447711 (95%),1020928,35696288 (82%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,2,0,447711 (95%),12098,35684190 (82%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),4,236,447475 (95%),2127520,33556670 (77%)
3,12114,Super Saiyan 2 Gohan (Youth),2,51815,395660 (84%),4803385,28753285 (66%)
4,12031,Goku (Ultra Instinct),3,13866,381794 (81%),1605145,27148140 (62%)
4,12009,Gohan (Teen),3,180,381614 (81%),1507137,25641003 (59%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,136,381478 (81%),1662118,23978885 (55%)
5,11971,Caulifla,3,0,381478 (81%),182018,23796867 (55%)
5,11879,Super Saiyan God SS Vegeta,3,292,381186 (81%),1504683,22292184 (51%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,225142,156044 (33%),2222477,20069707 (46%)
6,12031,Goku (Ultra Instinct),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
6,12031,Goku (Ultra Instinct),2,0,156044 (33%),1856395,18213312 (42%)
6,12009,Gohan (Teen),5,236,155808 (33%),1620102,16593210 (38%)
6,12114,Super Saiyan 2 Gohan (Youth),1,31924,123884 (26%),948981,15644229 (36%)
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
7,11971,Caulifla,4,0,123884 (26%),28014,15616215 (36%)
7,11879,Super Saiyan God SS Vegeta,3,92118,31766 (7%),2233077,13383138 (31%)
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),1,16418,15348 (3%),5933367,7449771 (17%)
8,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
8,12031,Goku (Ultra Instinct),3,0,15348 (3%),3383883,4065888 (9%)
8,12009,Gohan (Teen),0,0,15348 (3%),1762998,2302890 (5%)
8,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,15348 (3%),2967460,0 (0%)
Result:,Boss defeated

Average damage received per turn:,56794.62
Average damage dealt per turn:,5520571.25
