RNG Seed: 46
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11971,Caulifla,7,0,454204 (100%),138136,43361864 (100%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,454204 (100%),890995,42470869 (98%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),1,5405,448799 (99%),2118716,40352153 (93%)
2,11751,Gohan (Kid),5,46299,402500 (89%),797264,39554889 (91%)
2,12009,Gohan (Teen),3,240,402260 (89%),1396894,38157995 (88%)
2,12114,Super Saiyan 2 Gohan (Youth),0,0,402260 (89%),3061467,35096528 (81%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,2,0,402260 (89%),25225,35071303 (81%)
3,12031,Goku (Ultra Instinct),4,136,402124 (89%),4345199,30726104 (71%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,100023,302101 (67%),2867467,27858637 (64%)
4,11751,Gohan (Kid),4,67666,234435 (52%),798619,27060018 (62%)
4,12009,Gohan (Teen),2,211,234224 (52%),1557201,25502817 (59%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,108,234116 (52%),1603155,23899662 (55%)
5,11971,Caulifla,6,0,234116 (52%),25619,23874043 (55%)
5,12031,Goku (Ultra Instinct),2,31,234085 (52%),4233624,19640419 (45%)
5,12114,Super Saiyan 2 Gohan (Youth),0,0,234085 (52%),2241412,17399007 (40%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
6,11751,Gohan (Kid),4,60953,173132 (38%),798360,16600647 (38%)
6,12009,Gohan (Teen),3,199,172933 (38%),1719667,14880980 (34%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,98,172835 (38%),5583198,9297782 (21%)
7,12031,Goku (Ultra Instinct),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
7,11971,Caulifla,1,0,172835 (38%),26131,9271651 (21%)
7,12031,Goku (Ultra Instinct),3,27133,145702 (32%),2725729,6545922 (15%)
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,145702 (32%),6712829,0 (0%)
Result:,Boss defeated

Average damage received per turn:,44071.71
Average damage dealt per turn:,6238129.57
