RNG Seed: 75
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11971,Caulifla,2,0,454204 (100%),3597,43496403 (100%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,101427,352777 (78%),2672628,40823775 (94%)
1,12114,Super Saiyan 2 Gohan (Youth),4,340,352437 (78%),3973745,36850030 (85%)
2,11751,Gohan (Kid),3,21716,330721 (73%),766610,36083420 (83%)
2,12031,Goku (Ultra Instinct),3,81,330640 (73%),1759986,34323434 (79%)
2,12009,Gohan (Teen),2,109,330531 (73%),1364397,32959037 (76%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,4,0,330531 (73%),22673,32936364 (76%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),1,121,330410 (73%),1756756,31179608 (72%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),3,19338,311072 (68%),2103679,29075929 (67%)
4,11751,Gohan (Kid),4,0,311072 (68%),760302,28315627 (65%)
4,12031,Goku (Ultra Instinct),2,110,310962 (68%),2099926,26215701 (60%)
4,12114,Super Saiyan 2 Gohan (Youth),2,102,310860 (68%),3413551,22802150 (52%)
5,11971,Caulifla,6,0,310860 (68%),155902,22646248 (52%)
5,12009,Gohan (Teen),0,0,310860 (68%),1589036,21057212 (48%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,17926,292934 (64%),3431407,17625805 (41%)
6,11751,Gohan (Kid),7,248085,44849 (10%),762329,16863476 (39%)
6,12031,Goku (Ultra Instinct),0,0,44849 (10%),2169771,14693705 (34%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,34165,10684 (2%),1955261,12738444 (29%)
7,11971,Caulifla,6,0,10684 (2%),26159,12712285 (29%)
7,12009,Gohan (Teen),0,0,10684 (2%),1700924,11011361 (25%)
7,12114,Super Saiyan 2 Gohan (Youth),1,35355,0 (0%),725942,10285419 (24%)
Result:,Team defeated

Average damage received per turn:,68410.71
Average damage dealt per turn:,4744940.14
