RNG Seed: 129
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11971,Caulifla,5,0,440463 (100%),145298,43354702 (100%)
1,12009,Gohan (Teen),2,162,440301 (100%),1401082,41953620 (96%)
1,11029,Masked Saiyan,1,7075,433226 (98%),191413,41762207 (96%)
2,11751,Gohan (Kid),4,43827,389399 (88%),119031,41643176 (96%)
2,12031,Goku (Ultra Instinct),3,0,389399 (88%),1771157,39872019 (92%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,6132,383267 (87%),1550820,38321199 (88%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,3,0,383267 (87%),160109,38161090 (88%)
3,12009,Gohan (Teen),1,89,383178 (87%),1549577,36611513 (84%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),4,223,382955 (87%),1977631,34633882 (80%)
4,11751,Gohan (Kid),5,0,382955 (87%),766661,33867221 (78%)
4,12031,Goku (Ultra Instinct),1,30,382925 (87%),1220922,32646299 (75%)
4,11029,Masked Saiyan,2,73,382852 (87%),1787837,30858462 (71%)
5,11971,Caulifla,3,0,382852 (87%),176017,30682445 (71%)
5,12009,Gohan (Teen),4,304,382548 (87%),1710111,28972334 (67%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,20653,361895 (82%),1107476,27864858 (64%)
6,11751,Gohan (Kid),3,0,361895 (82%),765525,27099333 (62%)
6,12031,Goku (Ultra Instinct),2,0,361895 (82%),1807332,25292001 (58%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),3,104587,257308 (58%),2027727,23264274 (53%)
7,11971,Caulifla,5,0,257308 (58%),187348,23076926 (53%)
7,12009,Gohan (Teen),2,200,257108 (58%),1838351,21238575 (49%)
7,11029,Masked Saiyan,1,28804,228304 (52%),199819,21038756 (48%)
8,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
8,11751,Gohan (Kid),2,0,228304 (52%),132475,20906281 (48%)
8,12031,Goku (Ultra Instinct),1,591165,0 (0%),5153974,15752307 (36%)
8,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,0 (0%),2815680,12936627 (30%)
Result:,Team defeated

Average damage received per turn:,100415.50
Average damage dealt per turn:,3820421.62
