RNG Seed: 114
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11971,Caulifla,6,0,440463 (100%),157466,43342534 (100%)
1,11029,Masked Saiyan,2,161,440302 (100%),1929758,41412776 (95%)
1,11751,Gohan (Kid),0,0,440302 (100%),115158,41297618 (95%)
2,12009,Gohan (Teen),4,65285,375017 (85%),21177,41276441 (95%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),3,296,374721 (85%),1365884,39910557 (92%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,36,374685 (85%),2196641,37713916 (87%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,4,0,374685 (85%),18638,37695278 (87%)
3,12031,Goku (Ultra Instinct),1,51,374634 (85%),1596451,36098827 (83%)
3,11029,Masked Saiyan,3,70313,304321 (69%),1851135,34247692 (79%)
4,11751,Gohan (Kid),1,0,304321 (69%),793001,33454691 (77%)
4,12009,Gohan (Teen),3,246,304075 (69%),181475,33273216 (76%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),4,287,303788 (69%),2552248,30720968 (71%)
5,11971,Caulifla,5,0,303788 (69%),21734,30699234 (71%)
5,12031,Goku (Ultra Instinct),1,0,303788 (69%),3260876,27438358 (63%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,68187,235601 (53%),2736439,24701919 (57%)
6,11751,Gohan (Kid),1,62609,172992 (39%),800101,23901818 (55%)
6,12009,Gohan (Teen),5,128979,44013 (10%),1412512,22489306 (52%)
6,11029,Masked Saiyan,2,29055,14958 (3%),199796,22289510 (51%)
7,12031,Goku (Ultra Instinct),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
7,11971,Caulifla,4,0,14958 (3%),169981,22119529 (51%)
7,12031,Goku (Ultra Instinct),1,110712,0 (0%),1344310,20775219 (48%)
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,0 (0%),3248559,17526660 (40%)
7,12031,Goku (Ultra Instinct),revive,revive,308324 (70%),revive,revive
8,11751,Gohan (Kid),2,61064,247261 (56%),802355,16724305 (38%)
8,12009,Gohan (Teen),2,152,247109 (56%),1580835,15143470 (35%)
8,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),4,37147,209962 (48%),2687985,12455485 (29%)
9,11971,Caulifla,7,0,209962 (48%),177958,12277527 (28%)
9,12031,Goku (Ultra Instinct),1,0,209962 (48%),122788,12154739 (28%)
9,11029,Masked Saiyan,0,0,209962 (48%),1958151,10196588 (23%)
10,11751,Gohan (Kid),3,61923,148039 (34%),809549,9387039 (22%)
10,12009,Gohan (Teen),3,78556,69483 (16%),185421,9201618 (21%)
10,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,4199,65284 (15%),3141912,6059706 (14%)
11,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
11,11971,Caulifla,4,0,65284 (15%),25404,6034302 (14%)
11,12031,Goku (Ultra Instinct),1,0,65284 (15%),827503,5206799 (12%)
11,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,65284 (15%),7582260,0 (0%)
Result:,Boss defeated

Average damage received per turn:,34107.18
Average damage dealt per turn:,4170496.45
