RNG Seed: 83
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11971,Caulifla,5,0,446755 (100%),4423,43495577 (100%)
1,12009,Gohan (Teen),0,0,446755 (100%),1405197,42090380 (97%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),3,132,446623 (100%),1406113,40684267 (94%)
2,11751,Gohan (Kid),4,24132,422491 (95%),111480,40572787 (93%)
2,12034,Super Saiyan God SS Evolved Vegeta,1,73,422418 (95%),85787,40487000 (93%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),3,17520,404898 (91%),1577232,38909768 (89%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,3,0,404898 (91%),4624,38905144 (89%)
3,12009,Gohan (Teen),1,1390,403508 (90%),1526822,37378322 (86%)
3,11029,Masked Saiyan,4,331,403177 (90%),1775944,35602378 (82%)
4,11751,Gohan (Kid),5,24480,378697 (85%),761419,34840959 (80%)
4,12034,Super Saiyan God SS Evolved Vegeta,1,41,378656 (85%),2362474,32478485 (75%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,167,378489 (85%),2857509,29620976 (68%)
5,11971,Caulifla,6,0,378489 (85%),13283,29607693 (68%)
5,12009,Gohan (Teen),2,13247,365242 (82%),1691705,27915988 (64%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,365242 (82%),2591466,25324522 (58%)
6,11751,Gohan (Kid),1,0,365242 (82%),766134,24558388 (56%)
6,12034,Super Saiyan God SS Evolved Vegeta,3,9269,355973 (80%),1229995,23328393 (54%)
6,11029,Masked Saiyan,4,42567,313406 (70%),1874426,21453967 (49%)
7,11971,Caulifla,5,0,313406 (70%),153019,21300948 (49%)
7,12009,Gohan (Teen),1,23,313383 (70%),1847050,19453898 (45%)
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,194778,118605 (27%),3023688,16430210 (38%)
8,11751,Gohan (Kid),heal,heal,446755 (100%),heal,heal
8,11751,Gohan (Kid),5,128023,318732 (71%),299485,16130725 (37%)
8,12034,Super Saiyan God SS Evolved Vegeta,1,11880,306852 (69%),1803358,14327367 (33%)
8,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,49683,257169 (58%),2997982,11329385 (26%)
9,11971,Caulifla,1,0,257169 (58%),163866,11165519 (26%)
9,12009,Gohan (Teen),5,412,256757 (57%),2004655,9160864 (21%)
9,11029,Masked Saiyan,2,28777,227980 (51%),197778,8963086 (21%)
10,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
10,11751,Gohan (Kid),7,128745,99235 (22%),766198,8196888 (19%)
10,12034,Super Saiyan God SS Evolved Vegeta,1,9385,89850 (20%),2692990,5503898 (13%)
10,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,89850 (20%),6443693,0 (0%)
Result:,Boss defeated

Average damage received per turn:,35690.50
Average damage dealt per turn:,4443979.50
