RNG Seed: 138
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,12034,Super Saiyan God SS Evolved Vegeta,4,221,446534 (100%),1481535,42018465 (97%)
1,12009,Gohan (Teen),2,30828,415706 (93%),1362519,40655946 (93%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,228,415478 (93%),3341366,37314580 (86%)
2,11971,Caulifla,7,0,415478 (93%),156949,37157631 (85%)
2,11029,Masked Saiyan,1,100,415378 (93%),1912778,35244853 (81%)
2,11751,Gohan (Kid),0,0,415378 (93%),697436,34547417 (79%)
3,Item,used,for,40,percent,damage,reduction
3,12034,Super Saiyan God SS Evolved Vegeta,6,422,414956 (93%),730246,33817171 (78%)
3,12009,Gohan (Teen),0,0,414956 (93%),1493740,32323431 (74%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,100980,313976 (70%),1278492,31044939 (71%)
4,11971,Caulifla,3,0,313976 (70%),20528,31024411 (71%)
4,11029,Masked Saiyan,4,373,313603 (70%),210858,30813553 (71%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,129,313474 (70%),1699817,29113736 (67%)
5,11751,Gohan (Kid),5,310282,3192 (1%),123681,28990055 (67%)
5,12034,Super Saiyan God SS Evolved Vegeta,0,0,3192 (1%),745027,28245028 (65%)
5,12009,Gohan (Teen),3,205,2987 (1%),1631284,26613744 (61%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
6,11971,Caulifla,4,0,2987 (1%),20657,26593087 (61%)
6,11029,Masked Saiyan,1,29562,0 (0%),209821,26383266 (61%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,0 (0%),1733134,24650132 (57%)
Result:,Team defeated

Average damage received per turn:,78888.33
Average damage dealt per turn:,3141644.67
