RNG Seed: 54
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11971,Caulifla,2,0,446755 (100%),164514,43335486 (100%)
1,12034,Super Saiyan God SS Evolved Vegeta,1,13,446742 (100%),1439807,41895679 (96%)
1,11751,Gohan (Kid),5,73352,373390 (84%),102473,41793206 (96%)
2,11029,Masked Saiyan,5,9509,363881 (81%),1703128,40090078 (92%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,363881 (81%),2143891,37946187 (87%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),3,18050,345831 (77%),2419318,35526869 (82%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,2,0,345831 (77%),188582,35338287 (81%)
3,12034,Super Saiyan God SS Evolved Vegeta,4,269,345562 (77%),122709,35215578 (81%)
3,12009,Gohan (Teen),2,146,345416 (77%),1381761,33833817 (78%)
4,11751,Gohan (Kid),3,151067,194349 (44%),793620,33040197 (76%)
4,11029,Masked Saiyan,2,144,194205 (43%),1893980,31146217 (72%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),3,246,193959 (43%),368203,30778014 (71%)
5,12034,Super Saiyan God SS Evolved Vegeta,active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,11971,Caulifla,3,0,193959 (43%),27210,30750804 (71%)
5,12034,Super Saiyan God SS Evolved Vegeta,2,2152,191807 (43%),954755,29796049 (68%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),3,86323,105484 (24%),2265227,27530822 (63%)
6,11751,Gohan (Kid),heal,heal,446755 (100%),heal,heal
6,11751,Gohan (Kid),5,186553,260202 (58%),1818217,25712605 (59%)
6,12009,Gohan (Teen),2,226,259976 (58%),1562776,24149829 (56%)
6,11029,Masked Saiyan,1,81,259895 (58%),1979191,22170638 (51%)
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
7,11971,Caulifla,3,0,259895 (58%),27645,22142993 (51%)
7,12034,Super Saiyan God SS Evolved Vegeta,2,136,259759 (58%),2431773,19711220 (45%)
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),3,227420,32339 (7%),8926878,10784342 (25%)
8,11751,Gohan (Kid),1,61349,0 (0%),0,10784342 (25%)
8,12009,Gohan (Teen),0,0,0 (0%),0,10784342 (25%)
8,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,0 (0%),0,10784342 (25%)
Result:,Team defeated

Average damage received per turn:,59470.62
Average damage dealt per turn:,4089457.25
