RNG Seed: 84
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11971,Caulifla,3,0,454204 (100%),3206,43496794 (100%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,11578,442626 (97%),2907121,40589673 (93%)
1,11751,Gohan (Kid),3,49210,393416 (87%),657582,39932091 (92%)
2,12031,Goku (Ultra Instinct),4,27,393389 (87%),88612,39843479 (92%)
2,12009,Gohan (Teen),4,33013,360376 (79%),1355062,38488417 (88%)
2,12114,Super Saiyan 2 Gohan (Youth),0,0,360376 (79%),2474565,36013852 (83%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,2,0,360376 (79%),149754,35864098 (82%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),4,227,360149 (79%),1579218,34284880 (79%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,11884,348265 (77%),1344814,32940066 (76%)
4,11751,Gohan (Kid),2,44865,303400 (67%),774507,32165559 (74%)
4,12031,Goku (Ultra Instinct),4,20,303380 (67%),842378,31323181 (72%)
4,12009,Gohan (Teen),2,154,303226 (67%),1521068,29802113 (69%)
5,11971,Caulifla,3,0,303226 (67%),161442,29640671 (68%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),4,39188,264038 (58%),2373282,27267389 (63%)
5,12114,Super Saiyan 2 Gohan (Youth),1,34,264004 (58%),5398511,21868878 (50%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
6,11751,Gohan (Kid),2,123733,140271 (31%),774903,21093975 (48%)
6,12031,Goku (Ultra Instinct),2,0,140271 (31%),3677766,17416209 (40%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),4,114360,25911 (6%),4159784,13256425 (30%)
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
7,11971,Caulifla,6,0,25911 (6%),179277,13077148 (30%)
7,12009,Gohan (Teen),1,105,25806 (6%),1695612,11381536 (26%)
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,122,25684 (6%),5247396,6134140 (14%)
8,11751,Gohan (Kid),heal,heal,454204 (100%),heal,heal
8,11751,Gohan (Kid),4,123555,330649 (73%),1740047,4394093 (10%)
8,12031,Goku (Ultra Instinct),1,0,330649 (73%),985408,3408685 (8%)
8,12114,Super Saiyan 2 Gohan (Youth),3,114323,216326 (48%),1270484,2138201 (5%)
9,11971,Caulifla,4,0,216326 (48%),25850,2112351 (5%)
9,12009,Gohan (Teen),3,186,216140 (48%),1848735,263616 (1%)
9,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,216140 (48%),2724429,0 (0%)
Result:,Boss defeated

Average damage received per turn:,26451.56
Average damage dealt per turn:,5106757.00
