RNG Seed: 139
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11751,Gohan (Kid),3,22484,431720 (95%),773874,42726126 (98%)
1,12009,Gohan (Teen),5,313,431407 (95%),1426932,41299194 (95%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,431407 (95%),2310677,38988517 (90%)
2,12031,Goku (Ultra Instinct),4,56324,375083 (83%),1497955,37490562 (86%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),1,101262,273821 (60%),3139976,34350586 (79%)
2,12114,Super Saiyan 2 Gohan (Youth),3,259,273562 (60%),1228765,33121821 (76%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,7,0,273562 (60%),15355,33106466 (76%)
3,12009,Gohan (Teen),0,0,273562 (60%),1560773,31545693 (73%)
3,11751,Gohan (Kid),1,129531,144031 (32%),704096,30841597 (71%)
4,12031,Goku (Ultra Instinct),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
4,12031,Goku (Ultra Instinct),7,0,144031 (32%),3537524,27304073 (63%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,144031 (32%),6188599,21115474 (49%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,18,144013 (32%),8089949,13025525 (30%)
5,11971,Caulifla,3,0,144013 (32%),14942,13010583 (30%)
5,12009,Gohan (Teen),2,16474,127539 (28%),1690570,11320013 (26%)
5,12114,Super Saiyan 2 Gohan (Youth),3,76083,51456 (11%),1162891,10157122 (23%)
6,11751,Gohan (Kid),heal,heal,454204 (100%),heal,heal
6,11751,Gohan (Kid),4,0,454204 (100%),1725678,8431444 (19%)
6,12031,Goku (Ultra Instinct),3,76292,377912 (83%),1942291,6489153 (15%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),1,200874,177038 (39%),3534750,2954403 (7%)
7,11971,Caulifla,3,0,177038 (39%),155624,2798779 (6%)
7,12009,Gohan (Teen),2,140,176898 (39%),1832734,966045 (2%)
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,176898 (39%),2492855,0 (0%)
Result:,Boss defeated

Average damage received per turn:,39615.14
Average damage dealt per turn:,6432401.43
