RNG Seed: 140
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,12031,Goku (Ultra Instinct),7,49,454155 (100%),5205229,38294771 (88%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,115,454040 (100%),981618,37313153 (86%)
1,12114,Super Saiyan 2 Gohan (Youth),0,0,454040 (100%),1360578,35952575 (83%)
2,11971,Caulifla,0,0,454040 (100%),149105,35803470 (82%)
2,12009,Gohan (Teen),4,142,453898 (100%),1412295,34391175 (79%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),4,103110,350788 (77%),1420717,32970458 (76%)
3,Item,used,for,40,percent,damage,reduction
3,11751,Gohan (Kid),5,67391,283397 (62%),763958,32206500 (74%)
3,12031,Goku (Ultra Instinct),1,106,283291 (62%),3213336,28993164 (67%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,136,283155 (62%),2812279,26180885 (60%)
4,11971,Caulifla,5,0,283155 (62%),163495,26017390 (60%)
4,12009,Gohan (Teen),1,120,283035 (62%),1563562,24453828 (56%)
4,12114,Super Saiyan 2 Gohan (Youth),2,139,282896 (62%),3861936,20591892 (47%)
5,11751,Gohan (Kid),3,241810,41086 (9%),769300,19822592 (46%)
5,12031,Goku (Ultra Instinct),2,0,41086 (9%),3494010,16328582 (38%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,69789,0 (0%),3089123,13239459 (30%)
Result:,Team defeated

Average damage received per turn:,96581.40
Average damage dealt per turn:,6052108.20
