RNG Seed: 52
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,12031,Goku (Ultra Instinct),4,0,454204 (100%),6267861,37232139 (86%)
1,12009,Gohan (Teen),2,126,454078 (100%),1364946,35867193 (82%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,131,453947 (100%),266968,35600225 (82%)
2,11751,Gohan (Kid),6,96648,357299 (79%),758965,34841260 (80%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),1,103,357196 (79%),2616237,32225023 (74%)
2,12114,Super Saiyan 2 Gohan (Youth),1,14,357182 (79%),1235891,30989132 (71%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,7,0,357182 (79%),15951,30973181 (71%)
3,12031,Goku (Ultra Instinct),1,0,357182 (79%),2356526,28616655 (66%)
3,12009,Gohan (Teen),0,0,357182 (79%),171303,28445352 (65%)
4,11751,Gohan (Kid),1,0,357182 (79%),771336,27674016 (64%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),4,315,356867 (79%),1585207,26088809 (60%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),3,203,356664 (79%),1540484,24548325 (56%)
5,11971,Caulifla,6,0,356664 (79%),15509,24532816 (56%)
5,12031,Goku (Ultra Instinct),0,0,356664 (79%),3173603,21359213 (49%)
5,12114,Super Saiyan 2 Gohan (Youth),2,74331,282333 (62%),1257173,20102040 (46%)
6,11751,Gohan (Kid),3,61618,220715 (49%),801130,19300910 (44%)
6,12009,Gohan (Teen),2,66751,153964 (34%),1569474,17731436 (41%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),3,29153,124811 (27%),3015698,14715738 (34%)
7,12031,Goku (Ultra Instinct),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
7,11971,Caulifla,4,0,124811 (27%),21352,14694386 (34%)
7,12031,Goku (Ultra Instinct),0,0,124811 (27%),11194431,3499955 (8%)
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,124811 (27%),5821856,0 (0%)
Result:,Boss defeated

Average damage received per turn:,47056.14
Average damage dealt per turn:,6545985.86
