RNG Seed: 72
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,12034,Super Saiyan God SS Evolved Vegeta,4,49669,402063 (89%),1275970,42224030 (97%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),4,273,401790 (89%),1610320,40613710 (93%)
1,12114,Super Saiyan 2 Gohan (Youth),0,0,401790 (89%),5657025,34956685 (80%)
2,11751,Gohan (Kid),3,46747,355043 (79%),132312,34824373 (80%)
2,11879,Super Saiyan God SS Vegeta,3,284,354759 (79%),2065575,32758798 (75%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,10925,343834 (76%),2397565,30361233 (70%)
3,Item,used,for,40,percent,damage,reduction
3,11971,Caulifla,3,0,343834 (76%),175257,30185976 (69%)
3,12034,Super Saiyan God SS Evolved Vegeta,2,114,343720 (76%),1599845,28586131 (66%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),3,150,343570 (76%),2590416,25995715 (60%)
4,11751,Gohan (Kid),5,23852,319718 (71%),766017,25229698 (58%)
4,11879,Super Saiyan God SS Vegeta,1,17377,302341 (67%),103091,25126607 (58%)
4,12114,Super Saiyan 2 Gohan (Youth),2,158,302183 (67%),2193825,22932782 (53%)
5,11971,Caulifla,4,0,302183 (67%),29643,22903139 (53%)
5,12034,Super Saiyan God SS Evolved Vegeta,2,4354,297829 (66%),1582746,21320393 (49%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,70439,227390 (50%),4203443,17116950 (39%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
6,11751,Gohan (Kid),4,308480,0 (0%),783129,16333821 (38%)
6,11879,Super Saiyan God SS Vegeta,0,0,0 (0%),0,16333821 (38%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,0 (0%),2534391,13799430 (32%)
Result:,Team defeated

Average damage received per turn:,88803.67
Average damage dealt per turn:,4950095.00
