RNG Seed: 121
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11879,Super Saiyan God SS Vegeta,5,249439,202293 (45%),78265,43421735 (100%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,205,202088 (45%),3970569,39451166 (91%)
1,12114,Super Saiyan 2 Gohan (Youth),1,105,201983 (45%),3248683,36202483 (83%)
2,11971,Caulifla,6,0,201983 (45%),25129,36177354 (83%)
2,12034,Super Saiyan God SS Evolved Vegeta,0,0,201983 (45%),1500554,34676800 (80%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,120343,81640 (18%),914163,33762637 (78%)
3,11751,Gohan (Kid),heal,heal,451732 (100%),heal,heal
3,Item,used,for,40,percent,damage,reduction
3,11751,Gohan (Kid),3,48369,403363 (89%),1716173,32046464 (74%)
3,11879,Super Saiyan God SS Vegeta,3,249,403114 (89%),1572263,30474201 (70%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,181,402933 (89%),1871014,28603187 (66%)
4,11971,Caulifla,4,0,402933 (89%),25132,28578055 (66%)
4,12034,Super Saiyan God SS Evolved Vegeta,1,100,402833 (89%),991361,27586694 (63%)
4,12114,Super Saiyan 2 Gohan (Youth),3,306,402527 (89%),2372279,25214415 (58%)
5,11751,Gohan (Kid),5,365596,36931 (8%),775647,24438768 (56%)
5,11879,Super Saiyan God SS Vegeta,3,176,36755 (8%),1552491,22886277 (53%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,36755 (8%),2918000,19968277 (46%)
6,12034,Super Saiyan God SS Evolved Vegeta,active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
6,11971,Caulifla,5,0,36755 (8%),28362,19939915 (46%)
6,12034,Super Saiyan God SS Evolved Vegeta,0,0,36755 (8%),3409064,16530851 (38%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),3,48913,0 (0%),6743058,9787793 (23%)
6,12031,Super Saiyan God SS Evolved Vegeta,revive,revive,316212 (70%),revive,revive
7,11751,Gohan (Kid),2,304130,12083 (3%),774835,9012958 (21%)
7,11879,Super Saiyan God SS Vegeta,2,146,11937 (3%),2869639,6143319 (14%)
7,12114,Super Saiyan 2 Gohan (Youth),1,41209,0 (0%),893886,5249433 (12%)
Result:,Team defeated

Average damage received per turn:,68714.86
Average damage dealt per turn:,5464366.71
