RNG Seed: 45
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,14302,436528 (97%),251573,43248427 (99%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),4,102033,334495 (74%),2279470,40968957 (94%)
1,12114,Super Saiyan 2 Gohan (Youth),2,234,334261 (74%),3489974,37478983 (86%)
2,11971,Caulifla,3,0,334261 (74%),22066,37456917 (86%)
2,12031,Goku (Ultra Instinct),1,0,334261 (74%),1129362,36327555 (84%)
2,11029,Masked Saiyan,4,27625,306636 (68%),199249,36128306 (83%)
3,Item,used,for,40,percent,damage,reduction
3,11751,Gohan (Kid),6,47978,258658 (57%),774088,35354218 (81%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),1,97,258561 (57%),2564976,32789242 (75%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,77,258484 (57%),1541964,31247278 (72%)
4,11971,Caulifla,6,0,258484 (57%),22113,31225165 (72%)
4,12031,Goku (Ultra Instinct),0,0,258484 (57%),636124,30589041 (70%)
4,12114,Super Saiyan 2 Gohan (Youth),2,205,258279 (57%),5089402,25499639 (59%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,11751,Gohan (Kid),6,61421,196858 (44%),814125,24685514 (57%)
5,11029,Masked Saiyan,2,56653,140205 (31%),1783141,22902373 (53%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,140205 (31%),5387160,17515213 (40%)
6,12031,Goku (Ultra Instinct),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
6,11971,Caulifla,4,0,140205 (31%),158300,17356913 (40%)
6,12031,Goku (Ultra Instinct),2,0,140205 (31%),5639047,11717866 (27%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,32471,107734 (24%),8920229,2797637 (6%)
7,11751,Gohan (Kid),heal,heal,450830 (100%),heal,heal
7,11751,Gohan (Kid),4,122930,327900 (73%),2258466,539171 (1%)
7,11029,Masked Saiyan,0,0,327900 (73%),2107525,0 (0%)
7,12114,Super Saiyan 2 Gohan (Youth),0,0,327900 (73%),0,0 (0%)
Result:,Boss defeated

Average damage received per turn:,17561.43
Average damage dealt per turn:,6438336.29
