RNG Seed: 107
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11971,Caulifla,3,0,442817 (100%),136425,43363575 (100%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,11322,431495 (97%),2113077,41250498 (95%)
1,11751,Gohan (Kid),3,181404,250091 (56%),105346,41145152 (95%)
2,12031,Goku (Ultra Instinct),2,0,250091 (56%),792579,40352573 (93%)
2,12009,Gohan (Teen),2,249,249842 (56%),1353045,38999528 (90%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),4,201,249641 (56%),3216504,35783024 (82%)
3,Item,used,for,40,percent,damage,reduction
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
3,11971,Caulifla,4,0,249641 (56%),12072,35770952 (82%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,102167,147474 (33%),2924814,32846138 (76%)
3,11354,Goku (Ultra Instinct -Sign-),2,89845,57629 (13%),85770,32760368 (75%)
4,11751,Gohan (Kid),heal,heal,442817 (100%),heal,heal
4,11751,Gohan (Kid),2,0,442817 (100%),295549,32464819 (75%)
4,12031,Goku (Ultra Instinct),4,64,442753 (100%),994352,31470467 (72%)
4,12009,Gohan (Teen),2,9761,432992 (98%),1503729,29966738 (69%)
5,11971,Caulifla,1,0,432992 (98%),12264,29954474 (69%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),4,96044,336948 (76%),3210960,26743514 (61%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),3,104309,232639 (53%),2222680,24520834 (56%)
6,11751,Gohan (Kid),1,236761,0 (0%),752391,23768443 (55%)
6,12031,Goku (Ultra Instinct),0,0,0 (0%),0,23768443 (55%)
6,11354,Goku (Ultra Instinct -Sign-),0,0,0 (0%),0,23768443 (55%)
Result:,Team defeated

Average damage received per turn:,74489.83
Average damage dealt per turn:,3288592.83
