RNG Seed: 118
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11751,Gohan (Kid),3,0,442817 (100%),761469,42738531 (98%)
1,12031,Goku (Ultra Instinct),5,8617,434200 (98%),2726472,40012059 (92%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,434200 (98%),2230561,37781498 (87%)
2,11971,Caulifla,4,0,434200 (98%),4790,37776708 (87%)
2,12009,Gohan (Teen),3,29967,404233 (91%),1409370,36367338 (84%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,89,404144 (91%),2095687,34271651 (79%)
3,Item,used,for,40,percent,damage,reduction
3,11751,Gohan (Kid),3,22672,381472 (86%),742989,33528662 (77%)
3,12031,Goku (Ultra Instinct),4,104,381368 (86%),2521940,31006722 (71%)
3,11354,Goku (Ultra Instinct -Sign-),1,34573,346795 (78%),98507,30908215 (71%)
4,11971,Caulifla,4,0,346795 (78%),144057,30764158 (71%)
4,12009,Gohan (Teen),3,179,346616 (78%),1537833,29226325 (67%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),1,130,346486 (78%),1760363,27465962 (63%)
5,11751,Gohan (Kid),3,61018,285468 (64%),761215,26704747 (61%)
5,12031,Goku (Ultra Instinct),3,228333,57135 (13%),1517675,25187072 (58%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,70330,0 (0%),4931257,20255815 (47%)
Result:,Team defeated

Average damage received per turn:,91202.40
Average damage dealt per turn:,4648837.00
