RNG Seed: 105
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,12034,Super Saiyan God SS Evolved Vegeta,3,240,456882 (100%),2209630,41290370 (95%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),5,31085,425797 (93%),1533868,39756502 (91%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,425797 (93%),2432835,37323667 (86%)
2,11971,Caulifla,5,0,425797 (93%),155132,37168535 (85%)
2,11029,Masked Saiyan,2,104639,321158 (70%),216163,36952372 (85%)
2,12114,Super Saiyan 2 Gohan (Youth),1,71,321087 (70%),2475706,34476666 (79%)
3,Item,used,for,40,percent,damage,reduction
3,11751,Gohan (Kid),5,0,321087 (70%),777066,33699600 (77%)
3,12034,Super Saiyan God SS Evolved Vegeta,1,96,320991 (70%),1291501,32408099 (75%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,134,320857 (70%),1970619,30437480 (70%)
4,11971,Caulifla,6,0,320857 (70%),25565,30411915 (70%)
4,11029,Masked Saiyan,1,7187,313670 (69%),214936,30196979 (69%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),1,76,313594 (69%),1651752,28545227 (66%)
5,11751,Gohan (Kid),2,0,313594 (69%),766269,27778958 (64%)
5,12034,Super Saiyan God SS Evolved Vegeta,2,10083,303511 (66%),929942,26849016 (62%)
5,12114,Super Saiyan 2 Gohan (Youth),4,75827,227684 (50%),2546385,24302631 (56%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
6,11971,Caulifla,4,0,227684 (50%),181582,24121049 (55%)
6,11029,Masked Saiyan,0,0,227684 (50%),1900205,22220844 (51%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),4,65317,162367 (36%),6009025,16211819 (37%)
7,12034,Super Saiyan God SS Evolved Vegeta,active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
7,11751,Gohan (Kid),1,0,162367 (36%),768764,15443055 (36%)
7,12034,Super Saiyan God SS Evolved Vegeta,3,33917,128450 (28%),2697170,12745885 (29%)
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),3,224920,0 (0%),6764099,5981786 (14%)
7,12031,Super Saiyan God SS Evolved Vegeta,revive,revive,319985 (70%),revive,revive
8,11971,Caulifla,6,0,319986 (70%),191375,5790411 (13%)
8,11029,Masked Saiyan,1,6285,313701 (69%),2097061,3693350 (8%)
8,12114,Super Saiyan 2 Gohan (Youth),1,194551,119150 (26%),2532596,1160754 (3%)
9,11751,Gohan (Kid),heal,heal,457122 (100%),heal,heal
9,11751,Gohan (Kid),2,125158,331964 (73%),1739918,0 (0%)
9,12034,Super Saiyan God SS Evolved Vegeta,0,0,331964 (73%),0,0 (0%)
9,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,331964 (73%),0,0 (0%)
Result:,Boss defeated

Average damage received per turn:,13906.44
Average damage dealt per turn:,4897684.89
