RNG Seed: 49
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,12034,Super Saiyan God SS Evolved Vegeta,4,419,456703 (100%),2210355,41289645 (95%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),3,103453,353250 (77%),3097874,38191771 (88%)
1,12114,Super Saiyan 2 Gohan (Youth),1,97,353153 (77%),5809834,32381937 (74%)
2,11751,Gohan (Kid),3,22690,330463 (72%),136903,32245034 (74%)
2,11029,Masked Saiyan,2,116,330347 (72%),1778056,30466978 (70%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),3,125378,204969 (45%),3387328,27079650 (62%)
3,Item,used,for,40,percent,damage,reduction
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
3,11971,Caulifla,4,0,204969 (45%),27996,27051654 (62%)
3,12034,Super Saiyan God SS Evolved Vegeta,1,42,204927 (45%),2514499,24537155 (56%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),3,263,204664 (45%),5310847,19226308 (44%)
4,11751,Gohan (Kid),5,67268,137396 (30%),168567,19057741 (44%)
4,11029,Masked Saiyan,2,162,137234 (30%),273158,18784583 (43%)
4,12114,Super Saiyan 2 Gohan (Youth),1,37,137197 (30%),2135480,16649103 (38%)
5,12034,Super Saiyan God SS Evolved Vegeta,active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,11971,Caulifla,6,0,137197 (30%),28978,16620125 (38%)
5,12034,Super Saiyan God SS Evolved Vegeta,1,83,137114 (30%),2529696,14090429 (32%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,29658,107456 (24%),5638621,8451808 (19%)
6,11751,Gohan (Kid),heal,heal,457122 (100%),heal,heal
6,11751,Gohan (Kid),4,183360,273762 (60%),2277394,6174414 (14%)
6,11029,Masked Saiyan,2,22090,251672 (55%),1845384,4329030 (10%)
6,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,251672 (55%),4862116,0 (0%)
Result:,Boss defeated

Average damage received per turn:,34241.67
Average damage dealt per turn:,7338847.67
