RNG Seed: 65
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,82,477367 (100%),2296885,41203115 (95%)
1,12114,Super Saiyan 2 Gohan (Youth),3,124285,353082 (74%),141584,41061531 (94%)
1,11354,Goku (Ultra Instinct -Sign-),4,22821,330261 (69%),781248,40280283 (93%)
2,11971,Caulifla,4,0,330261 (69%),4747,40275536 (93%)
2,12031,Goku (Ultra Instinct),1,6135,324126 (68%),2192424,38083112 (88%)
2,12009,Gohan (Teen),3,47229,276897 (58%),1365358,36717754 (84%)
3,Item,used,for,40,percent,damage,reduction
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),5,301,276596 (58%),2760319,33957435 (78%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),2,131,276465 (58%),2420751,31536684 (72%)
3,12114,Super Saiyan 2 Gohan (Youth),1,82,276383 (58%),5068310,26468374 (61%)
4,11971,Caulifla,4,0,276383 (58%),24557,26443817 (61%)
4,12031,Goku (Ultra Instinct),3,0,276383 (58%),136535,26307282 (60%)
4,11354,Goku (Ultra Instinct -Sign-),1,106,276277 (58%),1259702,25047580 (58%)
5,12009,Gohan (Teen),4,72364,203913 (43%),596759,24450821 (56%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,8316,195597 (41%),4681315,19769506 (45%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),3,67240,128357 (27%),2454682,17314824 (40%)
6,12031,Goku (Ultra Instinct),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
6,11971,Caulifla,3,0,128357 (27%),24578,17290246 (40%)
6,12031,Goku (Ultra Instinct),3,20540,107817 (23%),1000182,16290064 (37%)
6,12114,Super Saiyan 2 Gohan (Youth),2,46230,61587 (13%),2425232,13864832 (32%)
7,41355,Goku (Ultra Instinct) int,7,0,61587 (13%),116212,13748620 (32%)
7,12009,Gohan (Teen),0,0,61587 (13%),1633918,12114702 (28%)
7,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,126,61461 (13%),3441929,8672773 (20%)
8,11971,Caulifla,5,0,61461 (13%),26004,8646769 (20%)
8,12031,Goku (Ultra Instinct),1,112945,0 (0%),982223,7664546 (18%)
8,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,0 (0%),0,7664546 (18%)
8,12031,Goku (Ultra Instinct),revive,revive,334214 (70%),revive,revive
9,41355,Goku (Ultra Instinct) int,2,15374,318841 (67%),117103,7547443 (17%)
9,12009,Gohan (Teen),1,62,318779 (67%),1786927,5760516 (13%)
9,12114,Super Saiyan 2 Gohan (Youth),5,304933,13846 (3%),1151032,4609484 (11%)
10,11971,Caulifla,2,0,13846 (3%),157779,4451705 (10%)
10,12031,Goku (Ultra Instinct),3,0,13846 (3%),3378412,1073293 (2%)
10,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),0,0,13846 (3%),2556420,0 (0%)
Result:,Boss defeated

Average damage received per turn:,46360.30
Average damage dealt per turn:,4498312.70
