RNG Seed: 125
Turn,Unit ID,Unit Name,Hits Taken,Damage Received,Team HP,Damage Dealt,Boss HP
1,Item,used,for,40,percent,damage,reduction
1,12031,Goku (Ultra Instinct),5,15,453169 (100%),1234708,42265292 (97%)
1,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),3,17100,436069 (96%),2364326,39900966 (92%)
1,11354,Goku (Ultra Instinct -Sign-),0,0,436069 (96%),979261,38921705 (89%)
2,11971,Caulifla,4,0,436069 (96%),3724,38917981 (89%)
2,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),2,11902,424167 (94%),3052861,35865120 (82%)
2,11751,Gohan (Kid),2,152915,271252 (60%),94450,35770670 (82%)
3,Item,used,for,40,percent,damage,reduction
3,12031,Goku (Ultra Instinct),1,0,271252 (60%),1788635,33982035 (78%)
3,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),4,208,271044 (60%),2140130,31841905 (73%)
3,12114,Super Saiyan 2 Gohan (Youth),3,223,270821 (60%),4241104,27600801 (63%)
4,11971,Caulifla,4,0,270821 (60%),23189,27577612 (63%)
4,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid)(Friend),1,16,270805 (60%),4361808,23215804 (53%)
4,11354,Goku (Ultra Instinct -Sign-),3,34269,236536 (52%),94870,23120934 (53%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),active skill,active skill,active skill,active skill,active skill,ACTIVE SKILL USED
5,11751,Gohan (Kid),4,124998,111538 (25%),761948,22358986 (51%)
5,12031,Goku (Ultra Instinct),1,118184,0 (0%),2941596,19417390 (45%)
5,11681,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid),0,0,0 (0%),2804275,16613115 (38%)
Result:,Team defeated

Average damage received per turn:,91966.00
Average damage dealt per turn:,5377377.00
